Recency,Frequency,Monetary
4,2914,4073.28
50,116,330.03
75,64,181.09
61,335,360.16
15,97,250.15
4,184,90.04
277,70,140.7
4,1145,813.52
40,130,241.53
31,317,494.72999999999996
74,480,482.47
17,2822,3038.67
15,2410,5450.96
219,66,75.66
186,46,120.99000000000001
32,506,1187.66
70,293,618.59
182,223,506.19
15,370,500.42
235,91,151.85
31,1362,2630.64
253,129,204.41
3,88,178.96
51,302,813.48
245,39,129.45
80,488,810.5699999999999
274,164,333.08
0,2670,4379.65
79,162,322.8
29,1202,2183.04
73,489,408.63
17,1136,2863.15
222,82,217.9
32,891,1124.59
22,1254,1676.47
25,503,1169.38
105,256,231.10000000000002
4,478,679.83
245,269,487.51
177,826,833.78
169,146,214.06
38,269,270.85999999999996
71,372,518.42
53,3267,6654.26
16,723,1166.92
141,280,594.97
17,2363,3789.52
22,8873,8568.24
9,1130,874.43
368,40,123.24
189,72,39.12
16,451,810.4499999999999
362,59,135.39999999999998
19,233,118.98
68,236,567.1800000000001
15,318,306.71999999999997
23,871,1344.48
16,2524,4022.46
28,875,1692.27
2,2830,8119.6900000000005
54,181,304.24
33,631,1558.72
2,2370,3025.24
366,29,129.75
43,94,183.7
72,1407,1770.34
4,1040,1028.0
4,49391,65920.12
61,396,324.24
47,1972,2940.53
1,804,1260.86
75,312,355.09999999999997
43,137,208.63
256,151,1126.0
68,203,477.86
135,146,657.9000000000001
241,27,112.75
226,840,1998.0
8,4019,5040.0
8,6211,5150.2699999999995
0,5458,13946.130000000001
37,249,531.35
45,285,656.63
84,851,3029.87
19,1823,2467.99
3,833,1651.03
9,1727,3603.66
18,4259,6827.88
317,586,864.0600000000001
78,642,301.71999999999997
266,44,319.8000000000001
9,1562,3263.06
369,407,606.0500000000001
14,1173,1753.72
26,180,152.95
262,172,292.47
17,4989,4711.21
91,398,576.4
302,286,750.87
26,945,1358.74
364,167,256.32
46,671,1048.28
36,5706,7045.41
52,898,702.79
31,317,603.75
52,345,646.76
78,1513,2216.06
172,169,312.55
46,-190,-464.9
29,1998,2166.88
11,798,1291.91
86,6711,7157.1
4,4657,6676.76
25,577,826.96
17,880,1515.9
44,214,623.93
30,1031,1764.72
372,54,207.5
58,189,223.92000000000002
372,4280,2002.4
114,1052,1463.23
214,106,239.4
318,81,106.83000000000001
65,203,369.34000000000003
7,608,772.84
96,341,316.62
19,480,1207.24
185,318,594.9
3,1241,2749.9500000000003
273,536,1145.6
30,4423,5575.56
47,191,458.04
260,80,361.54
57,444,731.9
33,1475,2230.61
57,171,171.59
67,318,654.92
10,439,1691.51
60,254,371.54
80,62,222.62
74,194,245.94
2,5212,10436.05
100,270,422.24
365,111,294.65
10,696,2230.3
19,24,107.6
123,303,592.74
8,32,80.8
3,892,1520.1200000000001
29,752,1677.53
282,44,110.38000000000001
57,146,243.84
1,918,1173.28
365,239,414.88
89,186,305.62
11,524,1162.65
163,307,842.33
65,245,332.3
23,246,536.99
173,539,460.59
103,355,736.21
142,777,1106.59
99,196,288.42
23,651,912.74
192,112,275.64
4,477,547.07
360,81,479.35
8,1501,1652.18
14,2690,6398.3
103,274,417.06
2,762,1446.95
10,2162,3317.97
95,307,497.61
227,136,358.38
15,236,460.64
38,566,775.1800000000001
51,158,341.7
112,58,113.5
156,99,197.22
38,264,325.91
184,33,199.15
1,440,1106.53
227,358,413.46
128,61,180.85
39,165,251.87
31,1562,3167.73
197,184,582.9
8,8471,15362.28
36,2234,1774.62
64,692,1260.44
42,10154,10183.82
50,135,214.32
43,78,193.44
52,182,281.42
186,33,124.57
333,249,332.41
4,271,342.45
10,56,144.91000000000003
23,164,328.4
14,12,35.400000000000006
366,83,345.89000000000004
106,655,458.14
59,134,156.06
29,392,481.35
140,60,207.73999999999998
22,579,797.3199999999999
22,1250,2761.4900000000002
77,600,680.02
4,3825,7066.31
64,1044,2023.47
12,458,846.62
24,0,0.0
30,746,1491.43
66,424,705.12
187,103,272.48
37,320,429.84000000000003
15,178,450.41
35,156,192.32999999999998
194,925,1578.67
1,265,742.43
1,232,489.49
366,62,145.93
64,91,202.27
299,58,213.03
26,379,436.68
7,520,1271.06
11,724,869.2
116,629,1706.88
29,247,363.2
4,1973,3634.95
5,1380,3020.65
81,263,559.59
29,286,928.76
64,434,364.14
4,884,1508.96
23,1011,2515.93
290,82,113.44
36,112,183.76
9,132,621.6800000000001
23,431,562.41
276,232,391.52
49,708,1043.34
156,1403,2592.25
61,154,154.18
12,3110,6488.3
21,454,722.64
371,35,230.25
115,993,543.05
80,2071,2740.65
3,929,1295.39
26,339,378.89
5,3134,4554.87
53,82,150.23000000000002
1,281,530.08
54,397,931.03
25,171,261.9
8,1018,1878.43
52,2169,3049.88
12,801,1878.51
211,145,816.73
21,2725,4345.5
235,312,406.48
138,1614,435.02
3,790,1161.27
56,644,1178.56
123,1306,1262.75
109,92,167.61
0,1054,2085.08
184,246,493.67
9,112,292.34
239,172,416.64
87,49,117.35000000000001
38,301,505.1
116,125,234.17
187,35,110.55000000000001
226,243,192.07
8,1979,2148.97
189,333,319.02
4,326,439.43
39,815,635.41
38,72,357.21
267,88,251.51999999999998
77,166,344.33
3,860,1809.05
255,739,1028.46
60,182,384.06
12,1322,1894.82
78,2365,4370.59
17,1830,5461.62
29,1040,1873.2
3,401,1616.8
5,43,126.12
7,1233,1133.25
10,857,1601.8600000000001
30,534,1427.46
288,360,702.0
149,74,287.5
23,294,484.82
0,2164,3989.57
73,678,1487.78
46,771,1312.1399999999999
4,271,766.78
50,587,877.4300000000001
16,116,185.46
30,186,270.9
8,238,562.6800000000001
28,1978,1838.6100000000001
2,6613,8574.11
40,176,920.1
11,820,1258.08
31,108,71.0
45,69,95.85
60,235,357.77
185,97,154.82999999999998
78,410,835.86
110,400,716.0
63,146,146.87
11,235,380.35
86,750,1030.14
16,405,719.5699999999999
245,201,388.33
78,652,1253.22
30,28,112.4
137,181,449.73
26,923,1055.69
2,990,1036.58
32,998,1735.18
8,487,897.4300000000001
113,106,339.44
157,510,642.02
85,533,1100.9
115,474,864.32
2,2666,5589.83
96,1595,3185.64
194,179,240.89000000000001
28,251,399.09
128,121,496.38
28,802,1353.83
81,592,1179.89
29,1850,3080.39
266,216,234.24
73,1484,5116.13
313,404,524.39
8,763,1421.59
58,316,855.45
12,2149,4525.09
28,1482,2655.2200000000003
114,131,304.24
8,1182,2385.48
17,758,1444.84
17,289,813.77
36,295,841.0799999999999
36,782,375.86
78,24,118.80000000000001
22,164,285.5
25,77,288.91
33,1049,2003.85
109,772,1405.78
35,1702,2747.9900000000002
123,783,1550.8
7,1858,2035.08
28,868,1991.01
4,902,1972.55
2,1743,3802.81
50,1130,1774.03
318,148,270.20000000000005
22,614,1296.36
9,332,992.6800000000001
2,457,937.92
18,800,971.74
10,815,1621.73
159,693,665.78
32,4526,10362.48
29,572,865.9300000000001
165,50,163.29999999999998
47,282,231.61
5,206,739.72
8,368,806.9000000000001
288,68,116.19999999999999
317,154,157.02
3,326,578.61
233,120,307.46
119,80,138.32
161,246,345.29999999999995
185,129,294.24
50,281,230.5
152,778,976.55
334,76,157.09
5,983,2463.17
15,2730,4892.240000000001
106,98,413.2
16,1224,1139.73
275,126,380.5
15,5157,10567.87
247,296,454.12
239,81,579.0
1,483,984.57
105,212,749.78
22,878,1679.64
51,82,124.88
194,477,1503.5
24,104,213.78
75,490,329.34
17,242,251.70000000000002
7,169,306.55
32,778,1266.97
21,1110,1534.73
31,2854,3488.03
28,1000,1707.21
21,66,293.1
32,1500,2466.4
284,100,158.68
38,75,189.49
50,519,816.88
289,185,224.91
78,480,317.76
5,1121,3755.65
217,41,59.9
44,865,1430.94
201,170,306.13
178,290,711.79
56,667,768.32
57,241,239.92000000000002
7,1264,3286.9100000000003
46,200,144.0
226,144,203.95
11,1301,2275.58
106,226,383.75
58,160,249.74
28,1166,2093.68
35,1238,1674.46
360,112,226.78
29,191,1013.01
23,357,692.22
53,231,289.78
35,2846,3560.08
169,589,1352.91
53,884,384.08
53,76,204.24
26,1310,2299.67
253,147,226.85
40,1167,2741.08
60,271,974.12
234,24,113.5
4,955,1951.97
31,89,114.23
24,1897,3187.55
7,287,334.48
65,122,328.65
310,109,381.89
308,406,393.49
18,741,939.32
15,1532,1906.09
96,185,318.76
264,1553,3466.67
12,1718,3078.22
2,202,417.77
35,131,190.88
182,55,149.89000000000001
25,224,550.06
12,474,916.13
11,105,314.69
2,1807,3719.1
312,149,379.95
108,611,1135.04
1,3308,8483.35
53,616,954.9
204,75,171.45
15,105,280.09000000000003
120,213,318.65
3,167,381.97
362,108,269.83
116,192,348.91
18,43,178.26
4,251,271.19
40,227,291.48
107,141,240.0
148,388,581.23
52,367,1253.3600000000001
208,36,63.440000000000005
138,389,550.01
2,153,296.58
127,158,317.2
107,844,763.64
42,1776,2144.53
35,77,107.82
227,430,1065.3500000000001
241,179,246.04
57,48,187.82999999999998
130,1866,1685.46
60,1360,1636.58
21,117,151.37
26,556,1049.06
9,1201,1417.63
31,512,922.77
3,397,513.01
8,1135,1854.06
28,293,547.0
17,65,128.18
101,387,498.42
11,668,656.61
21,137,163.24
14,573,1119.93
361,144,250.04
10,11470,8600.73
95,41,82.75
78,1005,1384.85
138,372,644.3
17,1382,2288.13
24,1884,2514.76
0,3805,6153.35
46,1074,2524.02
100,634,1200.6200000000001
8,364,657.16
15,750,891.04
17,843,986.48
280,60,96.8
14,142,523.11
22,120,363.9
85,375,494.25
301,314,306.6
151,1217,1896.06
17,3040,6455.95
94,152,243.36
9,5903,12158.300000000001
156,443,682.29
355,56,193.64
46,65,157.62
15,341,519.6899999999999
3,1599,2557.9
14,1398,1156.6
179,102,98.25
8,734,1251.44
36,113,587.15
129,1200,1740.0
50,1006,1393.06
311,166,178.22
24,152,384.39
303,190,360.81
11,161,127.86
17,328,568.24
49,157,488.2
239,191,312.23
0,2671,4437.23
12,4737,4762.32
238,149,167.55
23,666,1315.72
72,540,446.18
17,151,418.4
40,747,1337.18
40,408,646.92
218,85,495.77
190,361,372.5
70,86,203.2
23,2037,3883.32
11,623,389.71999999999997
8,25646,20272.43
4,148,193.39000000000001
19,88,336.4
14,197,256.11
7,1902,2686.42
19,522,746.81
77,1068,1259.56
0,7442,31317.48
163,480,508.8
306,275,411.27
219,241,203.86999999999998
39,2004,7312.8
22,250,681.41
114,310,653.38
126,1088,2097.84
4,700,2598.85
36,111,263.92
4,32320,30175.82
1,705,967.22
330,777,1912.72
163,3,32.65
184,105,771.85
16,616,1214.72
12,298,748.94
2,738,1258.06
43,2100,778.0
79,114,507.84
29,4266,6838.34
42,289,463.46000000000004
11,1872,4200.97
50,265,598.83
16,2195,1853.1299999999999
45,421,663.63
19,407,759.17
4,3082,5022.26
71,34,100.8
0,9435,17078.45
120,616,512.12
32,190,265.76
313,292,403.3
18,207,365.76
88,185,303.15999999999997
2,1685,2333.42
1,90,216.29999999999998
247,100,378.3
147,232,177.1
29,1490,2210.2599999999998
151,2118,2389.1
176,198,120.9
40,443,541.53
2,1113,2500.21
8,69021,189575.53
1,1178,1648.95
17,219,486.71999999999997
192,243,517.53
203,66,131.7
365,222,249.86
126,826,1737.7
15,170,316.5
43,537,657.3
78,176,452.63
22,770,735.82
51,224,662.94
16,1081,1860.81
158,220,289.96000000000004
10,306,763.28
10,116,137.0
16,778,1843.06
44,1675,1125.07
191,455,697.54
79,178,194.37
73,336,506.51
3,1060,1249.34
65,191,414.04
261,191,396.87
58,428,376.64
0,1022,1936.83
1,2012,3541.92
248,155,374.57
7,229,497.56
358,79,271.05
75,394,272.22
289,711,622.88
17,17,1138.0
220,160,288.6
9,376,689.1
2,486,558.96
206,1456,2745.2799999999997
161,556,1145.84
70,136,294.29
261,359,605.58
280,289,387.31
57,3508,6069.24
24,214,308.48
2,63014,88138.2
28,2752,2920.04
72,254,513.2
128,135,208.65
31,243,639.02
15,414,764.88
308,102,153.94
17,1233,1839.07
53,365,546.81
24,518,721.9599999999999
1,1022,1066.15
11,872,652.74
361,90,145.0
359,82,422.70000000000005
1,257,706.7
53,463,888.86
1,2130,3540.1
1,1511,2362.53
190,136,296.7
53,103,223.36
280,136,164.4
177,6,76.5
29,699,887.67
25,134,98.42
8,193,570.4
269,134,170.75
43,337,642.32
372,-4,-11.8
217,-132,-141.48
23,210,148.86
197,86,267.16
359,142,290.34
60,709,913.91
129,1048,1487.6
1,1763,1952.45
19,348,480.31
205,101,157.9
14,306,541.46
94,635,854.95
19,144,165.12
14,813,1107.38
24,146,454.01
8,497,869.77
7,2428,4012.56
332,159,344.14
50,875,1424.42
71,95,226.75000000000003
29,302,362.9
242,77,185.65
8,1927,3399.93
190,90,124.74
4,256,440.2
252,87,212.77
0,5849,10716.31
236,123,175.27
7,446,1227.3
109,1650,1116.68
100,676,1240.2
60,1630,2402.92
2,820,1451.77
73,999,2192.7200000000003
3,3083,3908.08
85,550,993.18
12,228,386.69
23,4376,2806.69
213,1176,2044.3700000000001
17,144,161.67000000000002
239,103,116.00999999999999
2,4100,5002.22
50,73,390.97
217,169,309.36
33,229,191.99
40,690,1089.98
3,2542,3924.77
53,1789,2000.32
22,2464,4494.77
57,235,386.32
130,140,329.6
173,224,571.1999999999999
5,319,930.28
312,124,214.37
59,60,81.44
21,510,1336.1
32,265,527.0500000000001
14,554,843.48
18,1180,2020.4
81,79,75.75
5,1620,1769.12
169,158,503.59999999999997
1,334,528.33
31,630,1242.34
36,838,2358.59
8,176,265.93
31,280,547.0600000000001
276,49,108.5
86,250,621.66
119,474,712.29
373,71,101.55
1,1741,2768.98
219,320,995.6600000000001
65,30,133.06
60,486,1789.55
134,398,861.74
21,150,166.08
11,3100,3886.67
25,2476,4692.13
29,1400,1160.88
277,41,117.55
10,956,2571.7400000000002
73,1399,1674.69
10,522,485.88
3,1486,2954.75
141,121,178.75
25,793,1788.27
18,604,604.64
3,596,728.16
66,1033,2055.51
1,93,347.75
42,1916,3406.7200000000003
227,110,205.7
15,659,1284.08
43,1672,3106.62
1,1460,1588.07
74,672,551.04
1,8277,20083.1
4,922,1371.18
1,9722,16201.37
263,207,298.11
52,729,1992.1100000000001
23,96,184.4
10,1365,2459.33
43,145,239.41
16,1907,3155.83
7,2478,5739.46
30,1763,4717.3
358,134,290.40000000000003
127,618,718.0799999999999
136,229,187.02
141,184,283.12
131,779,765.34
38,1730,2201.05
236,93,338.95
260,93,154.95
16,1261,2508.89
252,109,417.95
30,1320,1719.72
35,590,798.74
168,343,885.19
3,957,1781.12
4,3833,10097.37
185,144,152.4
187,90,263.33
169,17,137.45
10,246,385.1
44,215,522.91
320,92,153.0
22,3004,5505.79
232,83,139.35
37,2455,5367.8
26,576,1195.94
96,1572,2380.64
127,792,3276.4000000000005
57,289,995.6500000000001
16,2141,3371.13
9,639,1042.55
3,1465,2860.71
3,3567,5288.83
79,392,878.2
372,93,303.97
38,463,692.19
53,422,700.63
2,8439,13110.02
9,237,337.49
9,108,168.24
19,1027,1863.35
11,856,2786.05
113,89,355.11
3,3412,2322.4
234,26,98.8
100,11,64.65
178,320,674.52
5,3696,1694.16
0,1767,1632.31
1,3313,5569.64
19,2054,3408.2000000000003
17,696,818.71
21,239,287.59
32,398,712.78
50,351,772.55
158,143,367.63
15,128,271.2
8,1122,2081.9
12,1845,3920.08
198,365,1143.27
56,283,245.33
10,55,173.45
96,507,1203.78
254,72,56.4
24,501,647.56
21,393,633.92
159,34,188.02
72,354,283.47
53,67,131.94
85,195,266.85
152,896,1817.54
73,210,1112.95
281,74,225.9
26,835,1964.3
29,46,106.1
25,226,300.34
179,305,342.83
40,176,690.0
22,498,780.43
22,1750,3009.32
37,731,1186.21
82,743,1251.84
73,478,512.31
11,727,546.04
16,2016,5344.85
4,4096,7595.1
12,329,699.81
14,739,1641.79
36,30,36.56
4,67,387.68
71,1027,3661.0699999999997
191,-5,-24.05
51,408,298.4
5,1240,1987.33
8,631,1074.97
298,496,889.24
1,92,398.7
33,12,35.400000000000006
49,208,155.37
2,344,342.24
47,87,109.83
42,505,1502.48
26,1397,2267.4
42,257,318.15
1,22613,39861.49
303,88,197.73
106,52,51.559999999999995
81,398,901.1999999999999
218,114,605.8000000000001
302,1696,5303.4800000000005
11,53,114.34
185,84,311.26
372,197,208.97
1,825,1378.79
3,14652,25185.84
5,2694,5140.66
304,102,141.92000000000002
368,93,226.45000000000002
3,1965,2056.28
323,100,330.9
59,2638,3160.0
12,706,554.85
30,5697,10156.44
142,173,325.7
30,219,583.52
107,111,428.18
2,1350,1860.94
204,182,155.9
80,986,1624.7800000000002
185,209,658.26
170,98,237.61
43,401,379.45
173,45,178.51999999999998
364,314,458.92
304,32,133.35000000000002
3,374,664.34
3,817,695.0699999999999
12,110,156.34
31,469,869.28
129,30,111.35
18,424,515.73
212,77,201.37
322,402,586.89
162,393,203.85999999999999
56,109,244.1
225,149,107.21
71,402,1118.54
44,127,95.45
23,288,256.32
172,216,516.3100000000001
85,190,152.06
159,170,154.55
164,0,0.0
29,24,110.38
21,58,168.32
71,406,798.99
247,26,72.9
373,169,232.03
9,223,366.23
310,182,294.65999999999997
58,288,408.65
3,457,329.36
45,184,335.03
88,756,1304.04
4,2471,4107.6
64,425,820.23
1,1141,2894.33
133,306,397.29
45,68,184.46
11,107,834.5
35,1594,1740.48
134,249,408.36
29,789,1331.57
51,478,704.25
138,81,142.89
5,257,380.13
8,1754,4301.22
159,40,99.14
49,9322,2152.1800000000003
130,252,304.56
7,38,77.50000000000001
233,75,149.57999999999998
37,168,176.68
1,27572,53215.74
72,342,472.12
39,610,990.8400000000001
5,2216,2276.78
198,273,557.3
66,275,110.72
116,84,508.4599999999999
171,41,73.78
21,560,1296.44
142,127,102.41
31,294,463.21
37,1532,2599.19
37,2571,1098.43
371,73,112.27
373,151,265.1
166,152,228.2
211,513,562.79
241,36,135.19
51,176,337.04
24,500,703.99
15,1547,4384.76
372,93,321.79
29,342,288.14
365,499,300.91999999999996
35,377,709.11
165,682,811.45
145,98,152.68
22,171,631.35
185,261,198.57
11,42,191.17000000000002
236,414,630.84
225,25,93.35
121,471,626.09
281,133,76.1
74,2075,1520.47
37,219,380.39
12,362,415.13
362,75,157.92
3,86,226.47
23,220,444.68
70,1581,2116.19
235,123,242.29
256,60,174.8
373,71,102.78999999999999
155,285,187.29
28,65,154.27
4,157,120.03
32,1027,1477.66
81,300,523.0
108,55,122.14
51,7,38.45
35,703,612.72
152,148,236.77999999999997
98,78,115.31
4,66,220.7
334,42,73.5
65,252,93.82000000000001
21,559,418.68
35,584,713.89
32,232,403.12
154,20,70.02
19,148,357.20000000000005
11,3749,4075.12
53,33,165.04999999999998
24,265,529.29
4,1032,2085.65
45,138,178.34
203,127,172.29000000000002
359,40,74.4
66,301,297.07
7,2447,6729.29
288,211,363.65
9,88,170.16
9,253,296.71
21,955,2119.41
173,396,720.52
133,384,814.0
5,1024,2380.08
75,108,318.0
40,189,396.33
26,1293,1994.39
257,260,453.0
155,48,12.239999999999997
114,3088,3786.7400000000002
373,190,489.6
23,1437,2538.7200000000003
8,1839,2584.41
217,145,336.13
45,7347,3613.15
18,642,1231.5
36,195,343.45
25,608,680.84
16,311,87.52999999999999
330,265,689.95
274,106,101.34
144,3570,2917.3199999999993
61,107,166.03
2,4250,9065.76
93,1381,2083.42
81,2518,3017.3
312,419,580.0500000000001
11,788,849.06
7,1661,2657.45
127,149,168.31
11,87,222.4
0,64124,259657.3
37,362,754.64
37,46,113.48000000000002
329,126,421.9
248,82,264.65
1,4212,7877.27
19,65,168.55
12,255,352.69
290,55,220.1
67,819,1399.51
25,604,314.4
10,2848,5564.63
367,124,180.7
214,31,111.15
149,438,653.3
8,1215,1791.84
24,582,574.4399999999999
29,799,1130.1
60,129,198.58
19,187,347.08
243,48,112.55000000000001
8,817,1045.74
29,349,681.9100000000001
63,373,761.83
295,38,152.65
17,5557,8438.34
151,1273,1014.9
116,570,1000.16
7,1343,2888.75
12,2625,2861.55
140,153,160.35000000000002
45,203,179.33999999999997
50,310,612.0799999999999
32,332,566.58
134,355,653.35
3,255,399.19
75,258,347.82
12,283,675.64
9,353,451.75
301,139,530.15
57,294,638.0600000000001
10,810,1612.79
31,183,394.7
177,254,302.46000000000004
3,360,1361.51
176,583,1123.74
60,61,202.65
33,409,980.31
58,477,1208.51
14,3170,7490.17
86,1220,2106.84
353,279,448.65
31,704,1313.6200000000001
113,979,1573.41
9,1360,1793.17
4,1721,1843.75
24,133,366.85
218,362,600.52
249,183,304.25
15,1167,1998.49
77,564,1084.34
192,139,274.51
261,140,207.79999999999998
71,339,957.97
150,120,212.96
64,448,896.0
95,431,686.63
4,3839,5083.06
106,104,150.35
199,581,1396.99
157,43,160.42000000000002
71,1188,1960.95
36,192,517.36
28,58,139.10000000000002
1,1398,2621.38
25,359,600.07
326,92,216.07
236,232,232.48000000000002
89,118,299.34000000000003
31,200,481.75
29,491,621.75
206,498,606.22
2,883,2019.77
219,282,297.78000000000003
22,789,1033.31
92,335,443.0
1,2891,6318.07
263,69,158.95000000000002
3,3204,5356.86
38,3459,5192.1
217,21,93.75
50,236,769.2
11,2488,7276.900000000001
9,1298,2716.6000000000004
192,806,2054.67
81,299,582.47
71,1578,1796.48
29,403,882.24
2,622,987.1
218,795,1561.6100000000001
46,126,422.58
9,1047,2058.09
72,1017,2232.4900000000002
7,1781,2507.56
23,166,596.1
113,501,783.02
17,128,95.34
301,198,342.92
87,7824,4314.72
50,234,518.27
89,74,103.3
354,-70,-50.1
39,1011,2274.03
24,714,2338.6000000000004
172,1466,2580.15
43,146,324.24
140,182,149.48
23,1467,1211.08
72,309,771.51
134,0,0.0
358,70,138.9
38,98,244.9
2,2044,3064.78
2,80,204.0
17,0,1.7763568394002505e-15
21,184,323.36
58,67,97.63
73,66,173.9
277,45,180.60000000000002
180,54,80.82
7,98,176.6
3,1355,2039.58
42,1586,1837.28
